
Fecha y Hora: 2024-11-06 17:27:00 | ID Profesor: 12
Fecha y Hora: 2024-11-12 22:08:16 | ID Profesor: 49
Fecha y Hora: 2024-11-12 23:53:37 | ID Profesor: 31
Fecha y Hora: 2024-11-13 07:54:38 | ID Profesor: 46
Fecha y Hora: 2024-11-13 07:58:17 | ID Profesor: 65
Fecha y Hora: 2024-11-13 08:46:33 | ID Profesor: 27
Fecha y Hora: 2024-11-13 08:47:15 | ID Profesor: 31
Fecha y Hora: 2024-11-13 09:40:57 | ID Profesor: 31
Fecha y Hora: 2024-11-13 10:01:35 | ID Profesor: 31
Fecha y Hora: 2024-11-13 10:22:23 | ID Profesor: 31
Fecha y Hora: 2024-11-13 10:28:07 | ID Profesor: 72
Fecha y Hora: 2024-11-13 10:37:15 | ID Profesor: 27
Fecha y Hora: 2024-11-13 11:07:48 | ID Profesor: 27
Fecha y Hora: 2024-11-13 11:08:09 | ID Profesor: 31
Fecha y Hora: 2024-11-13 11:41:43 | ID Profesor: 72
Fecha y Hora: 2024-11-13 13:00:25 | ID Profesor: 31
Fecha y Hora: 2024-11-13 13:03:07 | ID Profesor: 67
Fecha y Hora: 2024-11-13 13:16:18 | ID Profesor: 25
Fecha y Hora: 2024-11-13 13:40:39 | ID Profesor: 31
Fecha y Hora: 2024-11-13 13:50:26 | ID Profesor: 37
Fecha y Hora: 2024-11-13 13:52:45 | ID Profesor: 67
Fecha y Hora: 2024-11-13 14:02:06 | ID Profesor: 31
Fecha y Hora: 2024-11-13 14:05:57 | ID Profesor: 72
Fecha y Hora: 2024-11-13 14:16:08 | ID Profesor: 67
Fecha y Hora: 2024-11-13 14:25:10 | ID Profesor: 31
Fecha y Hora: 2024-11-13 14:53:25 | ID Profesor: 27
Fecha y Hora: 2024-11-13 14:56:45 | ID Profesor: 31
Fecha y Hora: 2024-11-13 14:59:42 | ID Profesor: 27
Fecha y Hora: 2024-11-13 15:17:47 | ID Profesor: 31
Fecha y Hora: 2024-11-13 15:34:20 | ID Profesor: 27
Fecha y Hora: 2024-11-13 16:27:29 | ID Profesor: 31
Fecha y Hora: 2024-11-13 16:38:41 | ID Profesor: 18
Fecha y Hora: 2024-11-13 16:55:31 | ID Profesor: 60
Fecha y Hora: 2024-11-13 17:07:28 | ID Profesor: 45
Fecha y Hora: 2024-11-13 17:42:57 | ID Profesor: 21
Fecha y Hora: 2024-11-13 17:51:51 | ID Profesor: 29
Fecha y Hora: 2024-11-13 18:02:20 | ID Profesor: 34
Fecha y Hora: 2024-11-13 18:32:59 | ID Profesor: 34
Fecha y Hora: 2024-11-13 19:08:12 | ID Profesor: 55
Fecha y Hora: 2024-11-13 19:10:46 | ID Profesor: 45
Fecha y Hora: 2024-11-13 19:15:06 | ID Profesor: 49
Fecha y Hora: 2024-11-13 19:19:31 | ID Profesor: 52
Fecha y Hora: 2024-11-13 19:19:51 | ID Profesor: 62
Fecha y Hora: 2024-11-13 19:23:06 | ID Profesor: 31
Fecha y Hora: 2024-11-13 19:25:35 | ID Profesor: 45
Fecha y Hora: 2024-11-13 19:34:00 | ID Profesor: 15
Fecha y Hora: 2024-11-13 19:38:35 | ID Profesor: 55
Fecha y Hora: 2024-11-13 19:39:18 | ID Profesor: 59
Fecha y Hora: 2024-11-13 19:43:39 | ID Profesor: 48
Fecha y Hora: 2024-11-13 19:46:27 | ID Profesor: 12
Fecha y Hora: 2024-11-13 19:47:02 | ID Profesor: 52
Fecha y Hora: 2024-11-13 19:55:12 | ID Profesor: 62
Fecha y Hora: 2024-11-13 19:55:30 | ID Profesor: 53
Fecha y Hora: 2024-11-13 19:56:20 | ID Profesor: 53
Fecha y Hora: 2024-11-13 20:00:35 | ID Profesor: 59
Fecha y Hora: 2024-11-13 20:01:36 | ID Profesor: 53
Fecha y Hora: 2024-11-13 20:07:43 | ID Profesor: 52
Fecha y Hora: 2024-11-13 20:08:17 | ID Profesor: 46
Fecha y Hora: 2024-11-13 20:08:50 | ID Profesor: 34
Fecha y Hora: 2024-11-13 20:13:07 | ID Profesor: 12
Fecha y Hora: 2024-11-13 20:13:47 | ID Profesor: 55
Fecha y Hora: 2024-11-13 20:16:43 | ID Profesor: 53
Fecha y Hora: 2024-11-13 20:19:27 | ID Profesor: 53
Fecha y Hora: 2024-11-13 20:24:59 | ID Profesor: 12
Fecha y Hora: 2024-11-13 20:28:27 | ID Profesor: 31
Fecha y Hora: 2024-11-13 20:29:22 | ID Profesor: 33
Fecha y Hora: 2024-11-13 20:41:25 | ID Profesor: 68
Fecha y Hora: 2024-11-13 20:54:22 | ID Profesor: 53
Fecha y Hora: 2024-11-13 21:00:35 | ID Profesor: 55
Fecha y Hora: 2024-11-13 21:07:05 | ID Profesor: 67
Fecha y Hora: 2024-11-13 21:14:56 | ID Profesor: 29
Fecha y Hora: 2024-11-13 21:19:17 | ID Profesor: 49
Fecha y Hora: 2024-11-13 21:23:53 | ID Profesor: 33
Fecha y Hora: 2024-11-13 21:37:13 | ID Profesor: 18
Fecha y Hora: 2024-11-13 21:40:30 | ID Profesor: 15
Fecha y Hora: 2024-11-13 21:40:44 | ID Profesor: 49
Fecha y Hora: 2024-11-13 21:44:05 | ID Profesor: 59
Fecha y Hora: 2024-11-13 21:57:55 | ID Profesor: 12
Fecha y Hora: 2024-11-13 21:59:29 | ID Profesor: 46
Fecha y Hora: 2024-11-13 22:03:56 | ID Profesor: 31
Fecha y Hora: 2024-11-13 22:11:21 | ID Profesor: 30
Fecha y Hora: 2024-11-13 22:18:54 | ID Profesor: 12
Fecha y Hora: 2024-11-13 22:22:37 | ID Profesor: 59
Fecha y Hora: 2024-11-13 22:27:50 | ID Profesor: 34
Fecha y Hora: 2024-11-13 22:29:37 | ID Profesor: 12
Fecha y Hora: 2024-11-13 22:54:18 | ID Profesor: 15
Fecha y Hora: 2024-11-13 23:22:24 | ID Profesor: 51
Fecha y Hora: 2024-11-13 23:26:01 | ID Profesor: 34
Fecha y Hora: 2024-11-13 23:56:13 | ID Profesor: 33
Fecha y Hora: 2024-11-14 00:00:19 | ID Profesor: 34
Fecha y Hora: 2024-11-14 00:19:03 | ID Profesor: 33
Fecha y Hora: 2024-11-14 00:20:11 | ID Profesor: 12
Fecha y Hora: 2024-11-14 00:56:58 | ID Profesor: 12
Fecha y Hora: 2024-11-14 01:00:22 | ID Profesor: 12
Fecha y Hora: 2024-11-14 01:38:18 | ID Profesor: 12
Fecha y Hora: 2024-11-14 07:40:46 | ID Profesor: 65
Fecha y Hora: 2024-11-14 08:40:20 | ID Profesor: 46
Fecha y Hora: 2024-11-14 09:21:28 | ID Profesor: 45
Fecha y Hora: 2024-11-14 10:12:24 | ID Profesor: 12
Fecha y Hora: 2024-11-14 10:57:07 | ID Profesor: 48
Fecha y Hora: 2024-11-14 10:58:18 | ID Profesor: 12
Fecha y Hora: 2024-11-14 11:00:52 | ID Profesor: 22
Fecha y Hora: 2024-11-14 11:42:07 | ID Profesor: 32
Fecha y Hora: 2024-11-14 12:07:00 | ID Profesor: 44
Fecha y Hora: 2024-11-14 12:36:38 | ID Profesor: 33
Fecha y Hora: 2024-11-14 13:26:48 | ID Profesor: 33
Fecha y Hora: 2024-11-14 13:33:03 | ID Profesor: 46
Fecha y Hora: 2024-11-14 14:03:51 | ID Profesor: 62
Fecha y Hora: 2024-11-14 14:51:29 | ID Profesor: 62
Fecha y Hora: 2024-11-14 14:51:45 | ID Profesor: 62
Fecha y Hora: 2024-11-14 15:07:58 | ID Profesor: 62
Fecha y Hora: 2024-11-14 16:09:00 | ID Profesor: 33
Fecha y Hora: 2024-11-14 16:11:43 | ID Profesor: 49
Fecha y Hora: 2024-11-14 17:13:38 | ID Profesor: 32
Fecha y Hora: 2024-11-14 17:14:16 | ID Profesor: 25
Fecha y Hora: 2024-11-14 18:24:41 | ID Profesor: 62
Fecha y Hora: 2024-11-14 18:33:17 | ID Profesor: 48
Fecha y Hora: 2024-11-14 18:36:44 | ID Profesor: 62
Fecha y Hora: 2024-11-14 18:50:38 | ID Profesor: 25
Fecha y Hora: 2024-11-14 18:57:47 | ID Profesor: 45
Fecha y Hora: 2024-11-14 19:00:51 | ID Profesor: 49
Fecha y Hora: 2024-11-14 19:09:44 | ID Profesor: 12
Fecha y Hora: 2024-11-14 19:11:48 | ID Profesor: 55
Fecha y Hora: 2024-11-14 19:26:11 | ID Profesor: 48
Fecha y Hora: 2024-11-14 19:26:55 | ID Profesor: 52
Fecha y Hora: 2024-11-14 19:38:18 | ID Profesor: 15
Fecha y Hora: 2024-11-14 19:38:45 | ID Profesor: 59
Fecha y Hora: 2024-11-14 19:45:47 | ID Profesor: 45
Fecha y Hora: 2024-11-14 19:49:15 | ID Profesor: 14
Fecha y Hora: 2024-11-14 19:53:50 | ID Profesor: 12
Fecha y Hora: 2024-11-14 20:00:32 | ID Profesor: 15
Fecha y Hora: 2024-11-14 20:10:16 | ID Profesor: 21
Fecha y Hora: 2024-11-14 20:10:27 | ID Profesor: 29
Fecha y Hora: 2024-11-14 20:15:30 | ID Profesor: 52
Fecha y Hora: 2024-11-14 20:28:37 | ID Profesor: 48
Fecha y Hora: 2024-11-14 20:42:56 | ID Profesor: 16
Fecha y Hora: 2024-11-14 20:56:03 | ID Profesor: 26
Fecha y Hora: 2024-11-14 20:58:15 | ID Profesor: 52
Fecha y Hora: 2024-11-14 21:16:34 | ID Profesor: 52
Fecha y Hora: 2024-11-14 21:18:49 | ID Profesor: 52
Fecha y Hora: 2024-11-14 21:18:49 | ID Profesor: 52
Fecha y Hora: 2024-11-14 21:18:52 | ID Profesor: 49
Fecha y Hora: 2024-11-14 21:23:25 | ID Profesor: 30
Fecha y Hora: 2024-11-14 21:23:46 | ID Profesor: 49
Fecha y Hora: 2024-11-14 21:25:12 | ID Profesor: 46
Fecha y Hora: 2024-11-14 21:43:46 | ID Profesor: 49
Fecha y Hora: 2024-11-14 21:48:56 | ID Profesor: 53
Fecha y Hora: 2024-11-14 21:50:25 | ID Profesor: 15
Fecha y Hora: 2024-11-14 21:54:56 | ID Profesor: 12
Fecha y Hora: 2024-11-14 22:00:13 | ID Profesor: 49
Fecha y Hora: 2024-11-14 22:20:31 | ID Profesor: 49
Fecha y Hora: 2024-11-14 22:20:45 | ID Profesor: 33
Fecha y Hora: 2024-11-14 22:26:12 | ID Profesor: 49
Fecha y Hora: 2024-11-14 22:30:01 | ID Profesor: 12
Fecha y Hora: 2024-11-14 22:38:51 | ID Profesor: 15
Fecha y Hora: 2024-11-14 23:53:39 | ID Profesor: 46
Fecha y Hora: 2024-11-15 09:08:29 | ID Profesor: 46
Fecha y Hora: 2024-11-15 09:19:21 | ID Profesor: 71
Fecha y Hora: 2024-11-15 09:36:52 | ID Profesor: 15
Fecha y Hora: 2024-11-15 09:42:12 | ID Profesor: 72
Fecha y Hora: 2024-11-15 09:42:42 | ID Profesor: 16
Fecha y Hora: 2024-11-15 09:45:09 | ID Profesor: 12
Fecha y Hora: 2024-11-15 09:50:49 | ID Profesor: 16
Fecha y Hora: 2024-11-15 10:04:57 | ID Profesor: 71
Fecha y Hora: 2024-11-15 10:09:53 | ID Profesor: 12
Fecha y Hora: 2024-11-15 13:53:07 | ID Profesor: 29
Fecha y Hora: 2024-11-15 15:29:35 | ID Profesor: 72
Fecha y Hora: 2024-11-15 16:19:50 | ID Profesor: 34
Fecha y Hora: 2024-11-15 16:23:56 | ID Profesor: 72
Fecha y Hora: 2024-11-15 16:29:52 | ID Profesor: 49
Fecha y Hora: 2024-11-15 16:34:38 | ID Profesor: 49
Fecha y Hora: 2024-11-15 16:36:50 | ID Profesor: 49
Fecha y Hora: 2024-11-15 16:53:16 | ID Profesor: 72
Fecha y Hora: 2024-11-15 20:10:37 | ID Profesor: 12
Fecha y Hora: 2024-11-15 21:00:20 | ID Profesor: 63
Fecha y Hora: 2024-11-15 21:05:59 | ID Profesor: 49
Fecha y Hora: 2024-11-15 21:31:16 | ID Profesor: 63
Fecha y Hora: 2024-11-15 21:37:13 | ID Profesor: 49
Fecha y Hora: 2024-11-15 21:53:25 | ID Profesor: 63
Fecha y Hora: 2024-11-15 22:01:14 | ID Profesor: 46
Fecha y Hora: 2024-11-15 22:03:49 | ID Profesor: 63
Fecha y Hora: 2024-11-15 23:18:01 | ID Profesor: 31
Fecha y Hora: 2024-11-16 16:52:52 | ID Profesor: 12
Fecha y Hora: 2024-11-16 17:01:17 | ID Profesor: 12
Fecha y Hora: 2024-11-16 17:41:11 | ID Profesor: 31
Fecha y Hora: 2024-11-16 18:05:19 | ID Profesor: 31
Fecha y Hora: 2024-11-16 19:13:05 | ID Profesor: 31
Fecha y Hora: 2024-11-16 20:04:57 | ID Profesor: 27
Fecha y Hora: 2024-11-17 00:33:36 | ID Profesor: 46
Fecha y Hora: 2024-11-17 10:04:14 | ID Profesor: 46
Fecha y Hora: 2024-11-17 20:04:13 | ID Profesor: 12
Fecha y Hora: 2024-11-17 20:36:19 | ID Profesor: 22
Fecha y Hora: 2024-11-17 20:40:22 | ID Profesor: 12
Fecha y Hora: 2024-11-17 20:41:03 | ID Profesor: 12
Fecha y Hora: 2024-11-17 22:02:38 | ID Profesor: 12
Fecha y Hora: 2024-11-18 00:22:29 | ID Profesor: 46
Fecha y Hora: 2024-11-18 09:22:58 | ID Profesor: 27
Fecha y Hora: 2024-11-18 09:57:19 | ID Profesor: 12
Fecha y Hora: 2024-11-18 09:57:52 | ID Profesor: 42
Fecha y Hora: 2024-11-18 11:14:35 | ID Profesor: 12
Fecha y Hora: 2024-11-18 12:46:58 | ID Profesor: 12
Fecha y Hora: 2024-11-18 12:50:56 | ID Profesor: 46
Fecha y Hora: 2024-11-18 12:53:08 | ID Profesor: 12
Fecha y Hora: 2024-11-18 14:37:29 | ID Profesor: 71
Fecha y Hora: 2024-11-18 15:41:29 | ID Profesor: 60
Fecha y Hora: 2024-11-18 18:48:20 | ID Profesor: 60
Fecha y Hora: 2024-11-18 18:49:23 | ID Profesor: 31
Fecha y Hora: 2024-11-18 19:33:31 | ID Profesor: 31
Fecha y Hora: 2024-11-18 21:32:39 | ID Profesor: 46
Fecha y Hora: 2024-11-18 21:33:20 | ID Profesor: 46
Fecha y Hora: 2024-11-18 22:04:01 | ID Profesor: 12
Fecha y Hora: 2024-11-19 00:46:10 | ID Profesor: 12
Fecha y Hora: 2024-11-19 08:57:35 | ID Profesor: 62
Fecha y Hora: 2024-11-19 09:02:19 | ID Profesor: 12
Fecha y Hora: 2024-11-19 09:28:55 | ID Profesor: 45
Fecha y Hora: 2024-11-19 10:05:53 | ID Profesor: 12
Fecha y Hora: 2024-11-19 10:40:23 | ID Profesor: 49
Fecha y Hora: 2024-11-19 10:47:08 | ID Profesor: 12
Fecha y Hora: 2024-11-19 10:56:47 | ID Profesor: 49
Fecha y Hora: 2024-11-19 11:36:42 | ID Profesor: 49
Fecha y Hora: 2024-11-19 11:58:40 | ID Profesor: 49
Fecha y Hora: 2024-11-19 13:37:28 | ID Profesor: 45
Fecha y Hora: 2024-11-19 14:09:13 | ID Profesor: 12
Fecha y Hora: 2024-11-19 14:11:35 | ID Profesor: 49
Fecha y Hora: 2024-11-19 14:13:13 | ID Profesor: 59
Fecha y Hora: 2024-11-19 14:19:25 | ID Profesor: 12
Fecha y Hora: 2024-11-19 14:31:51 | ID Profesor: 49
Fecha y Hora: 2024-11-19 14:47:36 | ID Profesor: 12
Fecha y Hora: 2024-11-19 17:16:50 | ID Profesor: 46
Fecha y Hora: 2024-11-19 17:30:27 | ID Profesor: 45
Fecha y Hora: 2024-11-19 17:32:31 | ID Profesor: 49
Fecha y Hora: 2024-11-19 17:37:32 | ID Profesor: 49
Fecha y Hora: 2024-11-19 18:13:20 | ID Profesor: 68
Fecha y Hora: 2024-11-19 18:19:53 | ID Profesor: 45
Fecha y Hora: 2024-11-19 18:26:04 | ID Profesor: 65
Fecha y Hora: 2024-11-19 18:39:38 | ID Profesor: 49
Fecha y Hora: 2024-11-19 19:12:32 | ID Profesor: 30
Fecha y Hora: 2024-11-19 19:18:26 | ID Profesor: 63
Fecha y Hora: 2024-11-19 19:38:29 | ID Profesor: 45
Fecha y Hora: 2024-11-19 19:44:04 | ID Profesor: 15
Fecha y Hora: 2024-11-19 19:54:44 | ID Profesor: 59
Fecha y Hora: 2024-11-19 19:56:20 | ID Profesor: 52
Fecha y Hora: 2024-11-19 19:58:35 | ID Profesor: 16
Fecha y Hora: 2024-11-19 19:58:48 | ID Profesor: 63
Fecha y Hora: 2024-11-19 19:59:56 | ID Profesor: 34
Fecha y Hora: 2024-11-19 20:02:33 | ID Profesor: 12
Fecha y Hora: 2024-11-19 20:02:42 | ID Profesor: 55
Fecha y Hora: 2024-11-19 20:09:40 | ID Profesor: 23
Fecha y Hora: 2024-11-19 20:10:55 | ID Profesor: 52
Fecha y Hora: 2024-11-19 20:13:56 | ID Profesor: 52
Fecha y Hora: 2024-11-19 20:40:01 | ID Profesor: 23
Fecha y Hora: 2024-11-19 20:43:00 | ID Profesor: 16
Fecha y Hora: 2024-11-19 20:44:42 | ID Profesor: 34
Fecha y Hora: 2024-11-19 20:50:11 | ID Profesor: 15
Fecha y Hora: 2024-11-19 20:53:35 | ID Profesor: 49
Fecha y Hora: 2024-11-19 21:00:09 | ID Profesor: 55
Fecha y Hora: 2024-11-19 21:03:28 | ID Profesor: 52
Fecha y Hora: 2024-11-19 21:04:38 | ID Profesor: 44
Fecha y Hora: 2024-11-19 21:08:46 | ID Profesor: 59
Fecha y Hora: 2024-11-19 21:10:11 | ID Profesor: 52
Fecha y Hora: 2024-11-19 21:35:31 | ID Profesor: 12
Fecha y Hora: 2024-11-19 21:43:48 | ID Profesor: 53
Fecha y Hora: 2024-11-19 21:43:53 | ID Profesor: 59
Fecha y Hora: 2024-11-19 21:55:54 | ID Profesor: 52
Fecha y Hora: 2024-11-19 21:58:27 | ID Profesor: 55
Fecha y Hora: 2024-11-19 22:14:39 | ID Profesor: 28
Fecha y Hora: 2024-11-19 22:39:58 | ID Profesor: 55
Fecha y Hora: 2024-11-19 22:48:46 | ID Profesor: 12
Fecha y Hora: 2024-11-19 22:59:10 | ID Profesor: 12
Fecha y Hora: 2024-11-20 00:10:43 | ID Profesor: 46
Fecha y Hora: 2024-11-20 08:43:22 | ID Profesor: 46
Fecha y Hora: 2024-11-20 11:19:32 | ID Profesor: 25
Fecha y Hora: 2024-11-20 11:54:52 | ID Profesor: 12
Fecha y Hora: 2024-11-20 12:41:39 | ID Profesor: 16
Fecha y Hora: 2024-11-20 12:52:48 | ID Profesor: 33
Fecha y Hora: 2024-11-20 12:55:03 | ID Profesor: 19
Fecha y Hora: 2024-11-20 12:55:11 | ID Profesor: 46
Fecha y Hora: 2024-11-20 13:11:03 | ID Profesor: 25
Fecha y Hora: 2024-11-20 14:17:37 | ID Profesor: 12
Fecha y Hora: 2024-11-20 14:21:36 | ID Profesor: 12
Fecha y Hora: 2024-11-20 14:30:56 | ID Profesor: 45
Fecha y Hora: 2024-11-20 14:56:51 | ID Profesor: 49
Fecha y Hora: 2024-11-20 17:30:19 | ID Profesor: 45
Fecha y Hora: 2024-11-20 19:13:22 | ID Profesor: 45
Fecha y Hora: 2024-11-20 19:29:20 | ID Profesor: 15
Fecha y Hora: 2024-11-20 19:31:32 | ID Profesor: 49
Fecha y Hora: 2024-11-20 19:47:39 | ID Profesor: 45
Fecha y Hora: 2024-11-20 19:54:20 | ID Profesor: 12
Fecha y Hora: 2024-11-20 19:55:28 | ID Profesor: 59
Fecha y Hora: 2024-11-20 20:10:39 | ID Profesor: 53
Fecha y Hora: 2024-11-20 20:21:18 | ID Profesor: 15
Fecha y Hora: 2024-11-20 20:52:36 | ID Profesor: 30
Fecha y Hora: 2024-11-20 20:54:31 | ID Profesor: 46
Fecha y Hora: 2024-11-20 21:02:01 | ID Profesor: 59
Fecha y Hora: 2024-11-20 21:04:05 | ID Profesor: 52
Fecha y Hora: 2024-11-20 21:21:26 | ID Profesor: 46
Fecha y Hora: 2024-11-20 21:23:25 | ID Profesor: 45
Fecha y Hora: 2024-11-20 21:36:30 | ID Profesor: 15
Fecha y Hora: 2024-11-20 21:39:03 | ID Profesor: 49
Fecha y Hora: 2024-11-20 21:45:45 | ID Profesor: 19
Fecha y Hora: 2024-11-20 22:05:15 | ID Profesor: 53
Fecha y Hora: 2024-11-20 22:05:54 | ID Profesor: 12
Fecha y Hora: 2024-11-20 22:06:20 | ID Profesor: 46
Fecha y Hora: 2024-11-20 22:06:54 | ID Profesor: 59
Fecha y Hora: 2024-11-20 22:08:23 | ID Profesor: 49
Fecha y Hora: 2024-11-20 22:09:04 | ID Profesor: 45
Fecha y Hora: 2024-11-20 22:19:28 | ID Profesor: 15
Fecha y Hora: 2024-11-20 22:42:40 | ID Profesor: 46
Fecha y Hora: 2024-11-20 23:03:57 | ID Profesor: 12
Fecha y Hora: 2024-11-21 07:50:03 | ID Profesor: 46
Fecha y Hora: 2024-11-21 08:21:15 | ID Profesor: 28
Fecha y Hora: 2024-11-21 08:51:05 | ID Profesor: 46
Fecha y Hora: 2024-11-21 09:35:47 | ID Profesor: 12
Fecha y Hora: 2024-11-21 14:17:20 | ID Profesor: 15
Fecha y Hora: 2024-11-21 14:25:06 | ID Profesor: 49
Fecha y Hora: 2024-11-21 14:29:00 | ID Profesor: 12
Fecha y Hora: 2024-11-21 14:59:10 | ID Profesor: 45
Fecha y Hora: 2024-11-21 16:17:35 | ID Profesor: 49
Fecha y Hora: 2024-11-21 17:35:16 | ID Profesor: 45
Fecha y Hora: 2024-11-21 18:06:01 | ID Profesor: 15
Fecha y Hora: 2024-11-21 18:13:39 | ID Profesor: 12
Fecha y Hora: 2024-11-21 18:36:14 | ID Profesor: 12
Fecha y Hora: 2024-11-21 18:38:20 | ID Profesor: 49
Fecha y Hora: 2024-11-21 19:24:38 | ID Profesor: 49
Fecha y Hora: 2024-11-21 19:32:20 | ID Profesor: 59
Fecha y Hora: 2024-11-21 19:33:18 | ID Profesor: 55
Fecha y Hora: 2024-11-21 19:36:56 | ID Profesor: 16
Fecha y Hora: 2024-11-21 19:38:03 | ID Profesor: 53
Fecha y Hora: 2024-11-21 19:53:02 | ID Profesor: 53
Fecha y Hora: 2024-11-21 20:00:26 | ID Profesor: 15
Fecha y Hora: 2024-11-21 20:26:15 | ID Profesor: 59
Fecha y Hora: 2024-11-21 20:44:57 | ID Profesor: 26
Fecha y Hora: 2024-11-21 21:04:30 | ID Profesor: 49
Fecha y Hora: 2024-11-21 21:18:10 | ID Profesor: 26
Fecha y Hora: 2024-11-21 21:22:39 | ID Profesor: 16
Fecha y Hora: 2024-11-21 21:22:50 | ID Profesor: 12
Fecha y Hora: 2024-11-21 21:25:56 | ID Profesor: 49
Fecha y Hora: 2024-11-21 21:34:23 | ID Profesor: 45
Fecha y Hora: 2024-11-21 21:46:19 | ID Profesor: 15
Fecha y Hora: 2024-11-21 21:48:53 | ID Profesor: 53
Fecha y Hora: 2024-11-21 21:50:41 | ID Profesor: 53
Fecha y Hora: 2024-11-21 21:52:14 | ID Profesor: 12
Fecha y Hora: 2024-11-21 22:12:19 | ID Profesor: 45
Fecha y Hora: 2024-11-21 22:23:27 | ID Profesor: 59
Fecha y Hora: 2024-11-21 22:26:51 | ID Profesor: 53
Fecha y Hora: 2024-11-21 22:28:59 | ID Profesor: 45
Fecha y Hora: 2024-11-21 22:36:54 | ID Profesor: 49
Fecha y Hora: 2024-11-21 22:46:51 | ID Profesor: 45
Fecha y Hora: 2024-11-21 23:37:10 | ID Profesor: 46
Fecha y Hora: 2024-11-22 08:11:50 | ID Profesor: 25
Fecha y Hora: 2024-11-22 10:14:03 | ID Profesor: 12
Fecha y Hora: 2024-11-22 10:32:54 | ID Profesor: 12
Fecha y Hora: 2024-11-22 11:20:28 | ID Profesor: 12
Fecha y Hora: 2024-11-22 11:22:44 | ID Profesor: 45
Fecha y Hora: 2024-11-22 12:25:57 | ID Profesor: 45
Fecha y Hora: 2024-11-22 12:54:19 | ID Profesor: 25
Fecha y Hora: 2024-11-22 13:02:29 | ID Profesor: 69
Fecha y Hora: 2024-11-22 17:20:18 | ID Profesor: 45
Fecha y Hora: 2024-11-22 17:59:57 | ID Profesor: 12
Fecha y Hora: 2024-11-22 18:50:35 | ID Profesor: 45
Fecha y Hora: 2024-11-22 18:53:55 | ID Profesor: 12
Fecha y Hora: 2024-11-22 19:31:29 | ID Profesor: 15
Fecha y Hora: 2024-11-22 19:38:38 | ID Profesor: 45
Fecha y Hora: 2024-11-22 19:48:29 | ID Profesor: 21
Fecha y Hora: 2024-11-22 19:52:37 | ID Profesor: 12
Fecha y Hora: 2024-11-22 19:59:53 | ID Profesor: 59
Fecha y Hora: 2024-11-22 20:00:17 | ID Profesor: 15
Fecha y Hora: 2024-11-22 20:01:23 | ID Profesor: 52
Fecha y Hora: 2024-11-22 20:11:26 | ID Profesor: 12
Fecha y Hora: 2024-11-22 20:57:25 | ID Profesor: 59
Fecha y Hora: 2024-11-22 21:00:25 | ID Profesor: 12
Fecha y Hora: 2024-11-22 21:29:32 | ID Profesor: 59
Fecha y Hora: 2024-11-22 21:37:26 | ID Profesor: 12
Fecha y Hora: 2024-11-22 22:17:54 | ID Profesor: 15
Fecha y Hora: 2024-11-22 22:18:55 | ID Profesor: 59
Fecha y Hora: 2024-11-22 22:47:15 | ID Profesor: 45
Fecha y Hora: 2024-11-22 22:47:16 | ID Profesor: 45
Fecha y Hora: 2024-11-23 08:40:37 | ID Profesor: 34
Fecha y Hora: 2024-11-23 23:32:02 | ID Profesor: 59
Fecha y Hora: 2024-11-24 08:35:39 | ID Profesor: 46
Fecha y Hora: 2024-11-24 14:08:24 | ID Profesor: 26
Fecha y Hora: 2024-11-24 21:36:06 | ID Profesor: 42
Fecha y Hora: 2024-11-25 11:06:13 | ID Profesor: 45
Fecha y Hora: 2024-11-25 15:58:40 | ID Profesor: 49
Fecha y Hora: 2024-11-25 16:20:38 | ID Profesor: 29
Fecha y Hora: 2024-11-25 17:14:54 | ID Profesor: 48
Fecha y Hora: 2024-11-25 18:27:28 | ID Profesor: 49
Fecha y Hora: 2024-11-25 18:27:39 | ID Profesor: 45
Fecha y Hora: 2024-11-25 18:48:48 | ID Profesor: 12
Fecha y Hora: 2024-11-25 19:12:48 | ID Profesor: 15
Fecha y Hora: 2024-11-25 19:25:02 | ID Profesor: 49
Fecha y Hora: 2024-11-25 19:25:03 | ID Profesor: 49
Fecha y Hora: 2024-11-25 19:26:29 | ID Profesor: 12
Fecha y Hora: 2024-11-25 19:41:13 | ID Profesor: 59
Fecha y Hora: 2024-11-25 19:45:22 | ID Profesor: 12
Fecha y Hora: 2024-11-25 19:53:11 | ID Profesor: 49
Fecha y Hora: 2024-11-25 20:01:23 | ID Profesor: 15
Fecha y Hora: 2024-11-25 20:32:55 | ID Profesor: 49
Fecha y Hora: 2024-11-25 21:03:14 | ID Profesor: 12
Fecha y Hora: 2024-11-25 21:04:35 | ID Profesor: 52
Fecha y Hora: 2024-11-25 21:24:39 | ID Profesor: 15
Fecha y Hora: 2024-11-25 21:30:25 | ID Profesor: 12
Fecha y Hora: 2024-11-25 21:31:24 | ID Profesor: 49
Fecha y Hora: 2024-11-25 21:35:31 | ID Profesor: 53
Fecha y Hora: 2024-11-25 21:46:12 | ID Profesor: 44
Fecha y Hora: 2024-11-25 21:50:03 | ID Profesor: 12
Fecha y Hora: 2024-11-25 21:51:46 | ID Profesor: 45
Fecha y Hora: 2024-11-25 21:56:22 | ID Profesor: 53
Fecha y Hora: 2024-11-25 22:00:34 | ID Profesor: 15
Fecha y Hora: 2024-11-25 22:14:50 | ID Profesor: 53
Fecha y Hora: 2024-11-25 22:15:26 | ID Profesor: 14
